date,card_number,type,amount
2017-11-28,4950719917416551,R,616
2020-01-05,4641042399072008678,R,702
2018-07-18,4046953803696382,R,118
2018-01-08,3569744606750586,T,378
2018-06-22,373977414096972,B,168
2017-11-13,213105067248443,C,947
2020-03-03,3516786220653450,T,751
2020-05-09,213165469846301,R,949
2018-04-07,4159518439518,F,471
2020-09-11,3508703500574843,F,937
2017-10-08,6011979370128943,F,48
2019-02-07,4300736272836554721,F,278
2020-05-03,30011764684909,F,639
2018-05-21,3578565748427869,E,757
2018-09-01,3505373681557059,C,728
2018-12-16,6592005891546368,T,357
2017-10-26,3577069934485295,T,252
2018-06-15,2269660795320418,R,271
2018-07-02,6548123243547151,C,263
2019-06-13,30091147815610,C,133
2018-10-23,3516890091808423,B,292
2020-01-01,4238565063933707,E,967
2018-09-10,675977920544,T,532
2018-12-31,503852391898,T,270
2019-11-27,3591247799424920,F,965
2018-12-05,3515904419159467,F,989
2018-06-22,4556091351128094,C,308
2018-10-17,4752063595906,F,202
2020-07-07,4060630380693054,R,677
2019-12-14,501879600937,B,483
2019-11-05,676364772795,F,795
2018-10-06,2285503855186669,C,71
2019-12-19,3589983035479971,F,740
2018-10-20,3595688423689998,F,225
2019-07-08,3555436476352751,C,815
2020-05-01,4485170105736056706,R,155
2019-09-29,4549181583792,T,227
2019-07-24,4443455823342467,C,679
2018-04-06,501860297347,E,191
2019-01-03,574804100034,B,890
2019-12-07,5301535516957495,C,381
2019-11-15,30136203565227,R,594
2019-02-13,180050107901446,B,87
2020-08-13,3522557357189671,E,81
2020-07-12,2462556120900640,T,46
2017-10-18,4704942345158855,T,286
2018-04-15,4328547174818853,R,313
2019-05-30,6560141521531195,T,841
2020-01-13,676132327310,R,691
2018-07-29,371009150869594,E,513
2018-11-09,6554337839651976,F,369
2018-09-14,3501544066553574,C,77
2020-05-14,213103344026559,B,269
2017-09-16,213126142320452,B,370
2019-07-11,6011065688079737,F,701
2020-06-23,213169571009634,F,404
2020-09-03,6530984719172299,R,136
2018-09-23,180078396040527,E,605
2018-05-24,4112239932027568688,E,910
2020-05-03,5374380021688885,F,741
2018-09-09,5190827443604728,C,615
2020-07-23,180081716211687,R,507
2019-10-18,4761615106799,C,809
2019-07-28,345870775112659,E,94
2020-08-24,4453101636584,C,655
2017-09-18,36486129584859,C,762
2019-01-24,3511743728984361,C,808
2019-10-16,4513865399644864405,F,146
2020-05-25,4324859738890,R,404
2019-07-02,4093548493593659,E,483
2020-05-09,4689136482764547,B,158
2018-08-02,4149504764334,E,89
2020-02-10,6568650761481749,E,984
2020-05-01,344923769046127,B,624
2019-02-04,6011554609754114,E,140
2020-04-18,4454667811739191,F,238
2018-05-14,3536198334836839,F,641
2019-10-22,6011012379360695,T,341
2019-09-27,4472995311369,C,650
2020-03-02,4958766938345618,B,879
2019-09-14,5236689567161794,E,727
2018-05-11,180084316281993,R,832
2018-03-22,30321366351678,T,773
2020-01-20,4655574562945,F,61
2019-10-02,30561324222434,C,303
2017-10-21,2290744434202113,E,310
2020-04-14,2255192666592186,F,870
2020-09-13,213131096817537,E,662
2019-03-12,4396920073754,F,77
2019-05-09,4584187349323015,E,833
2019-11-20,6540421808796322,R,179
2020-04-20,3564698951907552,B,235
2020-08-20,30033028359052,B,384
2017-11-01,213113317434276,R,0
2018-01-08,4662301165783906,E,336
2019-09-14,213159748581458,R,929
2018-10-03,3551022248185903,C,209
2019-02-10,30054188015524,B,780
2018-09-27,3598761661538727,R,645
2019-07-14,577709427949,B,976
2018-05-15,30049741426929,C,292
2018-11-13,6540263591012651,F,784
2018-11-19,639046905811,E,879
2019-03-17,30315034522132,R,177
2017-10-21,4111999927656915673,E,64
2018-07-25,4295448840005968,T,278
2018-04-07,3546496682093666,B,61
2019-01-18,4987118967265728,F,421
2018-05-27,213154821106562,C,102
2019-10-14,6548761017229975,F,804
2018-11-05,6011015293634483,F,437
2020-06-27,4730214011278225344,F,345
2018-07-15,4285297710702,B,400
2019-01-05,2689248683847122,B,479
2019-01-09,180008616313099,R,93
2020-05-20,3551451873724407,R,911
2017-11-21,3538018151123137,F,326
2017-10-30,060441313834,T,696
2018-04-12,4946215001820581,F,998
2019-05-31,6011122325977169,R,481
2018-02-14,4050928766246,T,562
2018-08-09,30299310969482,B,619
2018-02-11,4164727220123339307,R,904
2019-09-05,675919666585,F,398
2018-03-31,6582300482156962,C,656
2019-06-08,3528224171170189,C,333
2020-05-24,347956100190664,F,514
2019-01-13,060414582985,E,269
2017-11-05,2284780150797462,F,982
2020-08-19,4375093070806081710,B,700
2020-08-20,6527054133092575,T,972
2018-04-22,4280227304904466072,C,83
2020-03-08,30378440683567,R,957
2018-11-02,3594680110549925,B,98
2018-02-28,3581801199023252,R,679
2019-11-23,3529870020408870,C,537
2020-05-01,213183353530402,R,768
2019-06-24,180045810497468,C,312
2019-10-27,4081174085528,C,754
2020-05-21,4520658909406,E,330
2018-10-30,3558850748493051,T,586
2019-08-27,2266913128507273,F,531
2020-05-21,4032350295156650,E,198
2018-11-01,4000076012039228267,T,248
2018-01-03,4583140368802554595,C,883
2017-11-11,2469579994699448,R,128
2019-09-08,4369015682839,R,979
2019-12-05,376252646542145,E,278
2018-06-20,4991609834566979,B,218
2018-09-30,2228398758240048,F,794
2019-07-25,343855426641836,C,710
2018-09-28,345668430405868,R,847
2019-12-25,4493628870837,T,538
2018-08-31,4899750792417038,B,558
2020-01-12,30251527008620,F,551
2020-08-27,3585197587389843,R,356
2017-11-14,3508502716082181,B,463
2018-11-03,4719542361950350,E,780
2018-12-16,2383963727218077,E,414
2018-06-23,3558545959820766,E,950
2020-07-07,4200129261026329,C,678
2020-05-14,3580524828367236,F,348
2018-11-16,4853542103040193,T,333
2018-01-19,370746033098815,B,713
2020-08-01,3562062919719595,B,596
2018-11-27,180024913191146,B,413
2019-12-02,30372449173118,B,918
2020-02-09,4640729402849691,T,843
2020-01-11,4538222714011,R,992
2019-09-12,6564536072599481,R,160
2018-02-03,371545713693526,T,621
2019-07-01,213135851668423,E,175
2020-04-16,4540641884240847,B,590
2019-12-17,180088478163097,R,766
2019-01-20,180021153105646,C,685
2018-08-05,3509539945042635,F,898
2018-06-12,639074388443,B,74
2019-12-04,379897280580285,T,871
2018-08-14,565242983692,E,283
2018-07-30,630453980470,R,4
2018-10-09,3534943691924849,R,831
2017-11-28,30093825174294,R,92
2020-03-13,4334493847161557,T,261
2020-08-31,3510474111948737,C,275
2018-08-11,3504181882076303,T,930
2018-01-18,3574611874643756,R,754
2018-09-14,3565784254539281,F,278
2018-10-29,4899689906161878,B,42
2018-06-15,3544534436135581,T,733
2019-07-04,2717851775233105,E,524
2019-03-06,565632783827,R,238
2019-05-03,3597962103090779,R,166
2019-09-25,4734704720768290431,E,507
2018-02-20,4071249331582993959,B,972
2019-05-15,38291218680354,C,562
2017-10-16,180074497538279,R,575
2018-08-08,4825206319540611,R,146
2019-04-13,373985893337528,R,883
2018-04-08,3534940057418655,F,663
2020-05-30,4093575952321,T,819
2018-05-22,371822073238477,R,469
2017-12-11,3583319033709141,T,240
2018-12-26,6011528530578925,T,162
2019-02-24,3524884910210432,T,591
2018-03-07,342156241703831,T,197
2019-08-31,180088927898079,F,738
2020-08-19,373675794937829,B,754
2018-04-26,4101972889630109,C,248
2018-02-28,6011590940847225,B,724
2018-02-02,2618475159851231,F,405
2019-04-16,4675075274729068,B,128
2020-01-14,4682749057204245374,B,965
2019-03-30,4943953555260553133,T,642
2018-06-04,503844292105,T,226
2019-05-30,5163656183515734,C,289
2019-03-31,3525314037073611,E,534
2018-04-05,2339457637784554,F,390
2018-05-14,4581480553309,T,996
2019-02-13,30322221948567,B,102
2020-02-17,372457309864421,B,389
2020-03-15,3554253294886139,R,384
2019-11-09,4000050562129,R,391
2020-02-02,675926993105,T,875
2019-07-19,4162529954474858,T,380
2019-10-05,180093674102980,F,978
2019-06-01,503818172119,C,466
2018-06-04,4426403282489,T,596
2019-11-06,30284363493689,F,767
2018-07-27,577723808538,C,363
2018-12-19,3549511490860713,F,510
2019-04-24,3508410479989628,C,772
2018-05-12,373804226483463,E,669
2018-04-05,630448484778,R,914
2019-12-18,4898162510332211,E,948
2017-09-26,38250974537141,R,946
2020-02-07,4286384357404115,T,273
2020-05-04,6011308691995972,E,201
2019-11-07,4104682122131776,T,24
2018-02-11,3569696171924089,T,47
2018-02-15,2254859670232709,E,776
2019-08-09,3545129879640251,R,585
2018-12-27,6011104720625171,R,203
2018-07-08,2237598910258015,F,399
2020-06-22,3517692937532236,E,317
2019-10-29,4863996819253,T,415
2020-01-29,3553987459231687,C,290
2018-08-06,4533474793151,E,720
2018-06-03,3522225228329633,C,911
2018-11-16,060402003291,C,937
2018-12-01,4381165617638914582,R,801
2017-10-28,3513481624351322,T,470
2018-05-20,3541426930515504,E,920
2020-07-09,3557397591504700,E,890
2019-02-19,4294756174269,C,25
2019-08-31,4217074435732,B,117
2017-11-07,2280971715789367,R,296
2020-09-11,3515521782669169,R,835
2018-06-11,3562270135561192,C,122
2017-11-09,6534470887571336,E,37
2019-12-27,4509072201086,F,109
2018-03-16,2289198787882091,T,993
2019-09-14,372218653066793,C,477
2019-12-01,4911895744898,E,921
2017-09-19,30196300270600,T,960
2020-01-14,4857901954415357,E,445
2019-06-02,4498995708262,E,116
2018-10-19,213157883346349,C,938
2019-03-20,4258074692387255743,T,662
2020-08-05,3583554092375737,C,973
2019-05-24,5445646482222363,R,335
2020-06-20,36452680920817,R,873
2020-07-23,3519023456619386,R,47
2018-09-25,4866992616349984,C,907
2019-03-26,372033982870165,R,600
2018-08-30,3540107799744580,C,865
2020-08-15,676252196974,R,695
2020-06-29,060483290676,R,811
2020-01-23,060411358397,E,581
2020-02-02,3575146778232165,B,935
2020-08-17,4139492488294011386,E,840
2019-01-04,4001515235810445,C,865
2017-10-12,180036912733124,F,512
2019-04-13,4481364556058,T,209
2019-01-05,180016865642498,T,552
2018-12-01,4413855168593598,F,569
2018-10-08,060433583873,T,346
2019-03-09,2233065887446522,T,800
2018-03-17,3566896952015676,B,805
2019-02-16,4841538726488091616,T,592
2018-01-28,3528923779296045,R,85
2018-12-24,4357419938291930,C,310
2019-08-16,4594105774228143,R,173
2020-03-21,213108770837304,E,607
2017-12-02,3554792525809667,E,800
2018-07-18,4001008190723941139,F,257
2019-03-20,180080839706920,C,636
2019-02-03,213187474762026,F,149
2019-09-07,343081538848256,F,32
2020-02-27,4004813218326,C,380
2019-02-14,3535971836991844,T,699
2019-09-05,4584626037784756,B,975
2017-11-29,343100011460668,T,397
2020-07-25,4429162943601602,F,846
2020-08-26,4726051132062,T,327
2020-03-04,3539293465209885,F,869
2018-12-27,4209354204870,B,811
2019-10-25,6522337686171929,C,499
2020-04-19,4025905816889755,E,921
2020-09-04,4410987988815829,R,0
2017-11-12,30337307704635,R,176
2020-04-02,4273313486432,T,517
2019-03-01,180080721004350,C,632
2020-08-06,503897866797,T,568
2020-04-16,36561087730833,E,680
2019-01-07,6011380681736757,T,354
2019-12-24,371047714202555,B,868
2018-06-05,3557521885938478,R,272
2020-04-18,3584602884934481,F,952
2019-10-01,375555491043899,B,18
2019-06-24,4311242707949057,E,997
2019-01-28,4885614792847741,T,938
2019-02-13,675937381944,E,706
2019-05-03,6011343423317435,C,41
2019-06-10,4506354894476045,B,4
2018-11-06,3542689573852992,F,324
2020-06-05,4938867345385034,T,489
2019-02-18,6011710903384772,T,780
2020-06-02,3589793397782320,E,672
2018-10-24,580958759517,E,130
2018-06-11,4383887709295827,F,837
2019-07-27,4493667904013094131,F,248
2018-09-08,30550850194331,E,266
2018-10-07,213144381650299,B,958
2018-12-29,30093096146567,C,305
2018-08-11,4081056944629399,E,606
2020-06-07,4926513287714807,F,589
2020-01-29,639089324144,C,994
2018-05-19,30535326666731,T,686
2019-03-25,4176440479299933,C,853
2019-01-04,378331736325625,R,751
2018-10-21,30513011349368,E,401
2018-01-12,4599929533772447,R,120
2018-08-05,3527800383762631,R,291
2018-05-09,5218016072355509,C,420
2019-01-19,6011035562799585,C,60
2018-09-29,6582744759587658,R,328
2018-10-26,345334528443762,R,234
2017-11-04,4343432856154644705,B,615
2017-09-28,630400858811,T,973
2018-11-05,2261660722048841,T,58
2019-02-10,4347416773362399,R,7
2019-01-04,584096936474,E,280
2018-10-25,3581721860694324,R,61
2017-12-15,4841003865195858994,E,273
2018-03-08,6011130614914553,F,208
2018-06-09,4696895724920719,C,299
2018-05-23,4700350491364331726,F,632
2018-12-07,4439080328884910351,T,810
2018-03-10,4416830046581,R,108
2018-02-19,4414877212455656,T,318
2019-05-17,4525535187277382,E,202
2020-05-13,3538275499441361,T,953
2018-03-06,4758892848321896708,R,162
2020-06-02,4574243177623,C,98
2019-03-22,180057145473767,B,817
2020-05-02,3577519738147459,B,201
2019-08-07,2714237583592705,F,696
2020-06-28,4604564439714,B,100
2019-03-29,3580232589128041,B,107
2018-12-07,6011437701468462,B,903
2019-03-20,4286661376716227,C,21
2019-12-17,4850664664749964536,B,957
2020-01-30,4839731215312827,E,198
2020-06-24,379732177144889,B,616
2019-09-14,4607199701747270,F,922
2020-04-22,30389832197678,B,66
2018-01-12,374984900471486,B,894
2018-07-27,4500530575773,T,827
2019-07-02,30151256625927,C,537
2017-11-15,4612917809329896678,T,442
2018-12-28,213127781094457,T,381
2018-01-02,3586265358689466,B,185
2020-05-04,4861367987063917,F,501
2020-07-01,4077223725579054,F,477
2017-09-29,4595959534053,E,538
2018-10-15,4648767768031001222,F,394
2018-11-29,630441795816,T,752
2019-03-02,6011896094260564,B,699
2019-05-03,570440883587,B,473
2019-10-27,4013256298774927800,E,981
2019-10-17,4888293949467781,B,521
2019-02-08,180057335252054,F,663
2018-10-09,2238960276767295,B,61
2018-09-15,30063035636176,E,967
2019-11-18,4271746836278078141,C,713
2019-03-31,3591523152715777,C,355
2019-09-01,4309188970946240685,C,578
2018-06-23,213118894104887,F,115
2019-06-29,4468214984003466226,C,809
2018-11-17,2455662043512576,C,41
2019-10-11,180042466370875,B,434
2019-12-30,3515136970768390,R,547
2019-12-19,3547214963781928,R,470
2020-05-13,180081521994857,T,14
2020-01-15,2720335904376824,F,603
2018-07-04,30248059803394,E,707
2020-02-15,3523255004987006,B,671
2019-01-27,4172277230853,B,618
2019-05-07,213101425165940,R,972
2019-10-11,4863665404361,B,591
2019-10-19,348293870395664,E,600
2018-03-30,676196852906,R,221
2018-03-28,6011918494731059,R,435
2019-10-27,6526782932714111,T,783
2019-07-30,4707408682583425,B,931
2020-04-17,376904949207764,B,489
2019-03-27,4435752495550231,E,773
2018-11-10,3561948919032685,E,409
2019-06-18,676199986073,F,659
2020-04-12,2716854467427101,R,217
2019-06-29,341341509933640,F,3
2018-01-21,349123095757910,B,921
2020-04-01,3578268241859114,C,568
2018-11-03,2719830663663241,F,754
2018-05-01,5401790273888826,C,797
2017-12-20,4196147007787,F,792
2020-06-08,3565590862492437,B,232
2020-07-04,213148420522955,R,214
2019-10-15,30282626132201,T,734
2018-09-14,4682742485101554787,F,806
2019-02-03,4346105866000654401,E,828
2020-09-13,4629499411780288,R,23
2020-06-06,3505205326319224,R,103
2020-07-29,180071454982979,F,615
2018-05-22,370746425633609,E,202
2020-08-08,3517174531789751,E,955
2018-07-19,213198102716375,C,598
2018-07-18,213142524184325,F,650
2019-08-28,38584200347093,C,144
2020-06-19,30146631486722,E,110
2018-11-10,4019807899965676808,T,659
2020-02-04,2266484890217327,F,299
2020-04-23,180049046697941,T,541
2018-12-27,4765714929370958,F,562
2018-10-02,213165177821471,F,174
2018-06-26,4496509531776918456,C,964
2017-11-18,213144158380435,E,521
2017-12-05,4778198673680,C,986
2018-04-03,3592992786406625,C,583
2018-08-06,30432845200590,T,461
2020-05-02,30373345091305,T,877
2020-03-13,4347804315068,C,435
2018-02-27,377157975711469,E,89
2019-11-24,348060787601116,T,515
2019-05-12,676303592148,B,293
2019-08-19,342726857404765,B,557
2018-08-17,180082136199122,C,63
2018-12-06,4231203161756567,C,648
2019-05-17,3503589675447278,F,7
2018-05-10,30515693261225,R,753
2019-08-31,4280198375358,E,690
2019-06-28,3514167882046543,E,592
2020-07-30,4266159343473827281,B,664
2019-10-24,213153629280058,R,480
2019-07-05,676297818418,B,318
2019-03-16,180046921538059,T,846
2018-01-28,578387234409,E,473
2019-06-26,30157921832228,F,809
2017-12-15,3529511228241875,T,498
2018-12-25,3551319547170143,C,474
2018-09-13,213177359656146,B,301
2018-06-05,344080279850488,T,603
2018-12-19,4668386769028125,R,112
2020-01-12,4234594355866866,B,110
2019-01-23,213177855752258,C,45
2020-01-27,3557249274686363,R,169
2018-09-20,4139381731615076,T,542
2019-07-29,3550025426885260,F,181
2019-12-07,3582954477280265,B,833
2017-11-13,374147473538988,R,371
2020-02-05,4033245684276,F,805
2018-06-11,6557789832874178,F,8
2018-01-18,378351173965360,T,324
2018-06-09,30227673532134,B,781
2020-07-12,343008734340937,F,134
2019-12-26,5196237560671217,B,499
2019-06-28,4533576507777040,R,80
2019-11-27,4592875381161380561,R,459
2018-09-13,5181382801529456,R,37
2018-11-18,4171776821617800,C,359
2020-08-27,3548243975163766,B,78
2019-09-05,377756766358248,B,439
2019-07-14,349122640880912,F,704
2018-02-15,5528252438978958,T,823
2019-10-14,3579282872173637,T,778
2019-05-23,060430905145,C,309
2019-07-11,2223130223740780,T,829
2020-03-31,343081496584349,F,263
2018-06-20,4685949212074620625,F,326
2019-05-16,501820021126,C,739
2020-07-28,213165791968492,E,154
2020-05-30,2274779335964072,T,259
2017-12-04,503821901082,F,518
2019-06-28,676281933082,R,221
2018-06-02,4521943602011093,T,842
2019-07-19,501895557558,B,512
2019-08-08,4895070244430080117,T,690
2019-12-26,3527221727894875,B,306
2018-02-02,4793112296377,B,281
2020-06-26,3554627910914526,B,595
2018-02-01,3534892166644640,C,749
2019-03-18,675990305608,E,890
2019-05-14,4201067089976854,C,972
2019-03-30,6011362897146344,T,313
2019-05-09,572894057577,F,65
2018-12-24,180074041354074,C,111
2019-10-11,6580606435708564,C,414
2019-07-08,4976722923669072,F,129
2018-02-07,2293668925541217,F,22
2020-04-19,4877634837110012,R,366
2019-08-27,676297255421,C,628
2020-07-20,4955496560995247504,R,196
2020-08-15,345861393050520,C,325
2018-05-05,675941954645,R,54
2019-07-25,4008555984335825,T,790
2017-12-02,2720297593782409,C,77
2018-06-15,5218339625855720,C,616
2018-10-05,4229663708386620,C,732
2017-11-26,4390504512774,T,697
2017-12-29,30013677593482,E,863
2018-04-14,4091344124881263,E,956
2018-08-04,30095004056937,E,772
2018-08-08,30554716123732,C,663
2019-12-16,30486958412012,T,171
2019-02-26,4907910657266157,R,795
2017-11-08,4008385492318,E,757
2019-12-25,563789208706,R,925
2020-04-04,378682822634209,B,359
2019-08-22,2708498513878238,R,23
2019-09-25,2294925350340104,C,946
2020-04-11,30150120055022,B,720
2019-07-06,6578601887506834,F,28
2018-03-17,060445873171,R,656
2018-04-30,4767340352038,E,229
2018-07-28,4889747678362919774,F,85
2019-06-21,30315094099005,B,252
2018-05-27,2281754940733353,R,866
2018-04-11,4680820309583508,E,137
2020-01-15,213101967883231,R,592
2019-02-28,4737080105961,C,505
2018-10-14,3543567827514874,T,919
2018-02-10,3583526039843894,E,206
2019-10-31,676350344203,F,758
2020-08-25,501852001228,E,109
2019-03-19,3528775002760829,T,847
2018-09-13,4537243523999639,E,138
2018-02-12,4978656320006363,R,607
2019-07-31,213144017226829,E,123
2018-10-23,4497121809846,T,210
2017-11-13,6011886211128703,E,620
2018-10-08,2242930627401211,E,687
2019-02-24,6558655444624369,C,111
2019-12-08,30013110397996,F,763
2020-08-28,4145308919212006,C,111
2020-07-09,3535069545794649,B,148
2020-05-08,4415740480815,B,22
2018-11-24,4060637594360636,F,550
2019-06-26,3590428907277043,T,945
2018-02-27,4859059788870936072,B,904
2017-11-08,371639731337719,B,273
2019-08-17,38479524221399,F,946
2020-07-14,30397111985903,E,27
2017-11-30,503846270208,C,692
2019-03-05,4135704303282788360,T,174
2018-12-24,4822936059189475,C,530
2019-05-23,3558278234394361,B,910
2017-11-06,3537819139344054,E,125
2018-04-26,30378877665947,T,654
2019-08-13,4225813437091,F,730
2018-03-14,3574814853110421,C,572
2018-04-28,4285825007048762679,T,379
2019-04-12,4769187063926,C,205
2018-05-17,4277141581630639,F,497
2019-08-05,676223757037,B,749
2020-08-27,503836614449,F,639
2018-09-07,3533043338208812,T,647
2020-07-07,4276854838512472,B,921
2019-09-22,374307983086601,E,823
2018-06-06,4453782973223,T,10
2017-10-26,4055129171733630,R,328
2018-05-11,676207298644,T,220
2017-12-30,4578749589946322,T,85
2020-05-06,2269173430412954,E,648
2020-03-27,3577679530027828,R,870
2018-11-13,4484184021415590,B,185
2018-04-03,375540889355683,R,31
2018-08-08,348885041933669,B,561
2020-08-28,4027945441972772,R,112
2020-07-22,630415065618,E,329
2019-03-30,4755778197820335,B,788
2018-04-25,6524846302313408,F,604
2017-11-27,372319363394218,R,291
2019-06-23,2556785589147917,B,413
2019-04-10,4898351723459586,F,959
2017-12-17,676235675300,R,107
2017-11-20,4293532819007,B,402
2018-07-20,38653089264867,E,96
2019-02-05,4087725954748125,E,839
2019-08-12,371984846159586,F,6
2020-03-11,36420856428972,F,284
2017-11-17,4114387760643,T,880
2020-05-14,213153377419403,F,747
2019-12-09,345285255786056,E,713
2018-06-29,340699707564777,C,979
2018-06-21,2322874819591129,R,422
2018-01-25,2709577372430592,C,603
2018-10-19,4877550440840300,R,533
2019-01-23,373411744558600,F,384
2019-05-07,30031921027610,E,199
2018-09-11,3541534732132863,F,961
2018-02-14,3562654326844386,T,946
2018-06-19,180065959970463,R,437
2017-11-30,373855186816035,F,389
2018-11-21,4006719302189555712,B,291
2019-08-09,3518212001752021,C,16
2019-11-08,2272318568581303,F,882
2018-01-20,341398449690797,F,95
2018-03-06,3570583717228059,F,597
2020-05-25,562030442783,E,999
2020-01-20,3562445570890385,E,371
2018-02-21,30140683970550,C,757
2018-09-19,30038299864730,R,590
2019-11-24,2711202142767605,C,508
2020-02-07,213172995216074,T,521
2020-08-26,373140476253649,B,869
2017-11-15,213137448624489,C,459
2018-05-10,676237902413,E,906
2019-09-05,4072280921888,F,107
2018-05-26,4622865896783939,C,800
2018-06-23,3576026078856716,T,6
2019-02-15,3595253525501417,B,155
2019-03-23,6572396579515120,T,271
2020-08-17,5245687893828325,F,604
2018-11-08,4669054280256828,B,497
2020-08-04,581651634643,R,239
2020-01-12,4334603978175883,E,308
2019-05-01,3579184217902516,T,106
2018-11-08,4390466608662949,T,756
2020-01-15,4585045096825674,R,453
2018-03-14,2449205444913651,B,159
2019-05-03,379455663419579,F,322
2019-04-08,180021885277192,B,502
2018-04-19,060402490878,R,963
2020-05-10,4431860841583972,R,664
2020-07-19,3511978257319510,T,305
2019-03-31,180033337166535,E,331
2019-04-12,4686451193722731,C,486
2018-08-08,213134969379130,F,920
2018-03-03,3582421652226364,F,350
2019-09-30,348208150764660,T,744
2018-09-01,344646127147283,T,332
2019-03-04,3538497081373998,E,687
2019-07-09,3540890910255855,T,460
2018-12-14,3586710739168425,E,309
2017-12-30,3565714846599428,E,631
2020-06-02,3532430663006443,E,860
2020-03-20,4262103266082795746,R,266
2019-03-22,6011602190120961,C,151
2017-11-04,30057706182569,C,502
2020-03-08,3596900534379651,R,633
2017-12-08,4524753693331258174,E,533
2018-06-05,4568108807349712555,F,367
2019-12-29,180020575658521,F,60
2018-09-04,3562219065438491,E,937
2020-05-02,675970075668,F,112
2017-11-16,503850981575,F,518
2019-04-29,4924117042886611,T,144
2019-11-03,4338059837070854,R,699
2020-01-29,630435710425,R,610
2018-06-24,4087527113944680,F,196
2019-05-01,3532888316159614,C,99
2019-09-20,3562202907941039,B,253
2019-04-08,376216471486942,C,67
2020-01-14,6553123966543397,F,78
2017-09-25,4854889823878306,F,275
2019-05-27,4366529020907687,F,962
2020-08-05,4484558233622384,T,38
2019-02-20,4944659507713141,F,765
2019-06-20,6517972233895914,E,650
2019-05-17,3572661610862527,T,374
2020-05-26,213166357027368,R,441
2018-05-12,30290298665317,R,296
2019-08-03,2238141193809888,F,876
2017-12-18,3514394458025012,T,215
2020-03-08,564913513938,C,946
2020-03-01,4818260091185027336,E,578
2018-09-14,348736867161762,R,641
2018-10-17,6544609652421973,T,520
2019-11-20,373041746611311,C,845
2019-06-22,349485963004430,C,581
2020-09-01,4153381520729872449,R,385
2018-06-19,3570865532233079,F,922
2019-03-09,30393968615321,C,548
2017-10-12,213190199408628,R,339
2020-08-24,30212542616110,R,160
2018-05-04,4489124061138814,F,827
2019-11-13,180089235018103,F,862
2018-04-23,4874259778317948,T,675
2020-06-29,6011373989789875,T,84
2018-01-04,4625114389128378,E,974
2020-02-23,376104006746826,F,154
2017-12-23,180078460316944,F,786
2018-09-01,213148729880591,E,146
2019-11-28,4346036437492,B,811
2019-02-24,375650225266625,B,617
2019-02-14,563597160362,C,772
2018-09-25,213118696708182,E,393
2020-02-29,4352866784706070417,B,506
2020-01-09,676116939791,R,583
2019-12-17,3509090936428920,F,474
2019-08-26,2681402781468178,C,212
2018-07-07,4819688458952178,E,653
2020-08-22,180053436702006,C,908
2020-06-18,3548750644130125,R,261
2019-12-31,3572270371247405,R,251
2018-09-26,6011859575335123,E,271
2019-12-13,349152726688723,B,793
2018-06-26,6011516871654678,R,357
2018-08-01,3533726951611607,B,405
2020-01-19,4038399979506890,B,763
2018-09-27,4855323753592017,B,418
2018-03-24,502034087994,B,974
2019-01-26,4422488398110317311,B,617
2019-10-27,4624291220812658,F,561
2018-03-17,372856486331353,R,247
2020-06-17,3500673990693676,B,73
2018-12-23,4978561907412226,C,730
2020-06-01,4219143008408265315,B,903
2019-06-15,213145869734471,E,248
2018-10-10,4361022238992877888,C,152
2018-08-14,4118489995809262,E,401
2018-12-26,2658818338279603,T,342
2018-12-26,180078536298720,T,630
2019-10-20,343130820359793,C,844
2020-04-20,4004539504590881,C,101
2019-04-16,180065532153629,E,173
2018-08-26,347878185054914,C,439
2019-07-24,340439217548394,B,662
2019-04-25,3531729203745480,T,148
2019-10-05,4519156582502679644,R,366
2018-05-05,3551834455307990,R,472
2020-02-19,501805673396,T,165
2019-05-22,3552723949342284,C,199
2017-09-26,3596398444725495,T,359
2018-11-20,676325409420,F,616
2019-09-19,2717573946646276,E,565
2020-07-18,2255441971554435,R,704
2020-04-05,4143464809411921668,T,728
2020-06-15,4763941177563529,F,378
2020-01-11,2720342127466648,T,815
2019-01-12,4970923139558184,E,235
2019-03-10,4862271271841801580,R,59
2019-04-30,180032031837649,F,745
2018-09-06,676207001295,C,719
2019-06-25,30030511350358,F,490
2019-05-23,4703808232974,B,918
2019-03-06,639069389877,R,758
2020-02-11,6515774490829350,T,107
2017-12-26,2712853735777176,E,135
2019-12-25,4042875321243825098,R,140
2020-08-30,4143646631694965,E,906
2019-11-03,571280210600,E,228
2020-01-11,3528645031518334,C,987
2019-09-21,213110699809505,E,714
2018-11-27,347433925071057,C,852
2019-05-18,630426602649,B,355
2020-06-16,4034069660927585947,C,580
2019-10-20,3525899801931861,C,3
2018-09-04,30441733109706,R,277
2020-01-18,3591572737807179,T,902
2020-08-08,5464854612117075,E,477
2019-02-21,4063337207125823178,B,233
2018-09-24,6011626208936076,E,953
2018-03-30,4222565463283060732,T,853
2018-01-13,4334815354788010,F,53
2019-09-06,30116369115496,R,297
2020-03-07,4739801282712935,E,341
2019-07-17,344302921712001,R,559
2019-07-20,5423510863011637,T,820
2019-02-11,38628496748843,R,877
2017-10-27,4092576234563442625,C,869
2019-05-26,2282087894904822,C,160
2018-03-28,341260146045461,E,77
2019-12-05,6547318947163583,T,53
2018-05-19,4740696232169682,F,452
2018-01-20,4962598309943737,B,560
